File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
ovl_En_Yb,1083400,1084780,E2E9C0,E2F7D0,1380,Y,80BFCF70,80BFE2F0,1380,0,actor,27A
ovl_En_Rz,1084780,10862A0,E2F7D0,E30A20,1B20,Y,80BFE2F0,80BFFE10,1B20,0,actor,27B
ovl_En_Scopecoin,10862A0,10865E0,E30A20,E30CD0,340,Y,80BFFE10,80C00150,340,0,actor,27C
ovl_En_Bjt,10865E0,1087470,E30CD0,E31740,E90,Y,80C00150,80C00FE0,E90,0,actor,27D
ovl_En_Bomjima,1087470,108A1A0,E31740,E33610,2D30,Y,80C00FE0,80C03D10,2D30,0,actor,27E
ovl_En_Bomjimb,108A1A0,108C850,E33610,E35150,26B0,Y,80C03D10,80C063C0,26B0,0,actor,27F
ovl_En_Bombers,108C850,108DC50,E35150,E36080,1400,Y,80C063C0,80C077C0,1400,0,actor,280
ovl_En_Bombers2,108DC50,108ED90,E36080,E36DC0,1140,Y,80C077C0,80C08900,1140,0,actor,281
ovl_En_Bombal,108ED90,108F830,E36DC0,E37690,AA0,Y,80C08900,80C093A0,AA0,0,actor,282
ovl_Obj_Moon_Stone,108F830,108FDC0,E37690,E37B20,590,Y,80C093A0,80C09930,590,0,actor,283
ovl_Obj_Mu_Pict,108FDC0,1090430,E37B20,E37FB0,670,Y,80C09930,80C09FA0,670,0,actor,284
ovl_Bg_Ikninside,1090430,1090A60,E37FB0,E38500,630,Y,80C09FA0,80C0A5D0,630,0,actor,285
ovl_Eff_Zoraband,1090A60,1090E40,E38500,E38860,3E0,Y,80C0A5D0,80C0A9B0,3E0,0,actor,286
ovl_Obj_Kepn_Koya,1090E40,1090FA0,E38860,E38990,160,Y,80C0A9B0,80C0AB10,160,0,actor,287
ovl_Obj_Usiyane,1090FA0,1091A90,E38990,E39320,AF0,Y,80C0AB10,80C0B600,AF0,0,actor,288
ovl_En_Nnh,1091A90,1091DB0,E39320,E395A0,320,Y,80C0B600,80C0B920,320,0,actor,289
ovl_Obj_Kzsaku,1091DB0,1092170,E395A0,E398A0,3C0,Y,80C0B920,80C0BCE0,3C0,0,actor,28A
ovl_Obj_Milk_Bin,1092170,1092400,E398A0,E39AD0,290,Y,80C0BCE0,80C0BF70,290,0,actor,28B
ovl_En_Kitan,1092400,1093200,E39AD0,E3A510,E00,Y,80C0BF70,80C0CD70,E00,0,actor,28C
ovl_Bg_Astr_Bombwall,1093200,1093A70,E3A510,E3ABF0,870,Y,80C0CD70,80C0D5E0,870,0,actor,28D
ovl_Bg_Iknin_Susceil,1093A70,10945C0,E3ABF0,E3B3C0,B50,Y,80C0D5E0,80C0E130,B50,0,actor,28E
ovl_En_Bsb,10945C0,10992E0,E3B3C0,E3E930,4D20,Y,80C0E130,80C12E50,4D20,0,actor,28F
ovl_En_Recepgirl,10992E0,1099A80,E3E930,E3EF10,7A0,Y,80C12E50,80C135F0,7A0,0,actor,290
ovl_En_Thiefbird,1099A80,109CC30,E3EF10,E41280,31B0,Y,80C135F0,80C167B0,31C0,10,actor,291
ovl_En_Jgame_Tsn,109CC30,109E5F0,E41280,E42420,19C0,Y,80C167B0,80C18170,19C0,0,actor,292
ovl_Obj_Jgame_Light,109E5F0,109F4E0,E42420,E42D50,EF0,Y,80C18170,80C19060,EF0,0,actor,293
ovl_Obj_Yado,109F4E0,109F770,E42D50,E42F70,290,Y,80C19060,80C19300,2A0,10,actor,294
ovl_Demo_Syoten,109F770,10A0D00,E42F70,E43EA0,1590,Y,80C19300,80C1A890,1590,0,actor,295
ovl_Demo_Moonend,10A0D00,10A1410,E43EA0,E443E0,710,Y,80C1A890,80C1AFA0,710,0,actor,296
ovl_Bg_Lbfshot,10A1410,10A1530,E443E0,E444D0,120,Y,80C1AFA0,80C1B0C0,120,0,actor,297
ovl_Bg_Last_Bwall,10A1530,10A1E80,E444D0,E44C40,950,Y,80C1B0C0,80C1BA10,950,0,actor,298
ovl_En_And,10A1E80,10A2590,E44C40,E451F0,710,Y,80C1BA10,80C1C120,710,0,actor,299
ovl_En_Invadepoh_Demo,10A2590,10A4030,E451F0,E46200,1AA0,Y,80C1C120,80C1DC40,1B20,80,actor,29A
ovl_Obj_Danpeilift,10A4030,10A48B0,E46200,E468F0,880,Y,80C1DC40,80C1E4C0,880,0,actor,29B
ovl_En_Fall2,10A48B0,10A5000,E468F0,E46EB0,750,Y,80C1E4C0,80C1EC10,750,0,actor,29C
ovl_Dm_Al,10A5000,10A5680,E46EB0,E473E0,680,Y,80C1EC10,80C1F290,680,0,actor,29D
ovl_Dm_An,10A5680,10A6680,E473E0,E47FB0,1000,Y,80C1F290,80C20290,1000,0,actor,29E
ovl_Dm_Ah,10A6680,10A7140,E47FB0,E487D0,AC0,Y,80C20290,80C20D50,AC0,0,actor,29F
ovl_Dm_Nb,10A7140,10A7500,E487D0,E48B10,3C0,Y,80C20D50,80C21110,3C0,0,actor,2A0
ovl_En_Drs,10A7500,10A7900,E48B10,E48E70,400,Y,80C21110,80C21510,400,0,actor,2A1
ovl_En_Ending_Hero,10A7900,10A7C50,E48E70,E49180,350,Y,80C21510,80C21860,350,0,actor,2A2
ovl_Dm_Bal,10A7C50,10A8640,E49180,E498E0,9F0,Y,80C21860,80C22250,9F0,0,actor,2A3
